Kod;Nazwa;imigracja_2005;imigracja_2006;imigracja_2007;imigracja_2008;imigracja_2009;imigracja_2010;imigracja_2011;imigracja_2012;imigracja_2013;imigracja_2014;imigracja_2015;imigracja_2016;imigracja_2017;imigracja_2018;imigracja_2019;imigracja_2020;emigracja_2005;emigracja_2006;emigracja_2007;emigracja_2008;emigracja_2009;emigracja_2010;emigracja_2011;emigracja_2012;emigracja_2013;emigracja_2014;emigracja_2015;emigracja_2016;emigracja_2017;emigracja_2018;emigracja_2019;emigracja_2020;
1203045;Libiąż - obszar wiejski (5);;;;;;;;;;;;2;0;1;1;;;;;;;;;;;;;0;9;3;2;;
1203053;Trzebinia (3);;;;;;;;;;;;3;3;13;6;;;;;;;;;;;;;0;10;4;3;;
1203054;Trzebinia - miasto (4);;;;;;;;;;;;2;2;5;5;;;;;;;;;;;;;0;7;4;2;;
1203055;Trzebinia - obszar wiejski (5);;;;;;;;;;;;1;1;8;1;;;;;;;;;;;;;0;3;0;1;;
1204000;Powiat dąbrowski;23;23;40;51;37;50;57;36;40;38;0;32;25;19;24;;23;52;68;15;28;18;32;42;72;67;0;4;8;20;7;;
1204012;Bolesław (2);;;;;;;;;;;;3;1;0;0;;;;;;;;;;;;;0;0;0;0;;
1204023;Dąbrowa Tarnowska (3);;;;;;;;;;;;11;10;9;7;;;;;;;;;;;;;0;0;0;0;;
1204024;Dąbrowa Tarnowska - miasto (4);;;;;;;;;;;;9;6;3;3;;;;;;;;;;;;;0;0;0;0;;
1204025;Dąbrowa Tarnowska - obszar wiejski (5);;;;;;;;;;;;2;4;6;4;;;;;;;;;;;;;0;0;0;0;;
1204032;Gręboszów (2);;;;;;;;;;;;6;4;0;2;;;;;;;;;;;;;0;0;0;0;;
1204042;Mędrzechów (2);;;;;;;;;;;;5;3;0;2;;;;;;;;;;;;;0;8;3;0;;
1204052;Olesno (2);;;;;;;;;;;;2;2;4;5;;;;;;;;;;;;;1;0;2;0;;
1204062;Radgoszcz (2);;;;;;;;;;;;3;3;4;3;;;;;;;;;;;;;2;0;0;0;;
1204073;Szczucin (3);;;;;;;;;;;;2;2;2;5;;;;;;;;;;;;;1;0;15;7;;
1204074;Szczucin - miasto (4);;;;;;;;;;;;2;2;0;0;;;;;;;;;;;;;0;0;2;6;;
1204075;Szczucin - obszar wiejski (5);;;;;;;;;;;;0;0;2;5;;;;;;;;;;;;;1;0;13;1;;
1205000;Powiat gorlicki;9;25;29;37;38;30;21;33;20;23;0;20;26;29;32;;4;81;89;70;59;32;35;35;57;51;0;7;22;33;21;;
1205011;Gorlice (1);;;;;;;;;;;;3;4;4;6;;;;;;;;;;;;;0;0;0;0;;
1205023;Biecz (3);;;;;;;;;;;;2;5;2;5;;;;;;;;;;;;;0;1;0;0;;
1205024;Biecz - miasto (4);;;;;;;;;;;;1;1;1;3;;;;;;;;;;;;;0;1;0;0;;
1205025;Biecz - obszar wiejski (5);;;;;;;;;;;;1;4;1;2;;;;;;;;;;;;;0;0;0;0;;
1205033;Bobowa (3);;;;;;;;;;;;1;3;3;4;;;;;;;;;;;;;0;1;5;8;;
1205034;Bobowa - miasto (4);;;;;;;;;;;;0;3;3;2;;;;;;;;;;;;;0;1;3;3;;
1205035;Bobowa - obszar wiejski (5);;;;;;;;;;;;1;0;0;2;;;;;;;;;;;;;0;0;2;5;;
1205042;Gorlice (2);;;;;;;;;;;;6;7;9;5;;;;;;;;;;;;;0;3;7;2;;
1205052;Lipinki (2);;;;;;;;;;;;1;3;0;1;;;;;;;;;;;;;1;0;0;0;;
1205062;Łużna (2);;;;;;;;;;;;3;1;8;5;;;;;;;;;;;;;2;8;7;3;;
1205072;Moszczenica (2);;;;;;;;;;;;0;0;1;1;;;;;;;;;;;;;1;0;0;1;;
1205082;Ropa (2);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
1205092;Sękowa (2);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;0;0;0;0;;
1205102;Uście Gorlickie (2);;;;;;;;;;;;3;3;1;2;;;;;;;;;;;;;3;9;14;7;;
1206000;Powiat krakowski;41;36;51;77;92;71;75;84;67;75;0;102;110;98;148;;39;110;83;78;24;36;50;60;87;76;0;41;25;46;31;;
1206012;Czernichów (2);;;;;;;;;;;;5;4;6;7;;;;;;;;;;;;;1;3;9;7;;
1206022;Igołomia-Wawrzeńczyce (2);;;;;;;;;;;;1;1;2;1;;;;;;;;;;;;;0;0;0;0;;
1206032;Iwanowice (2);;;;;;;;;;;;2;0;0;6;;;;;;;;;;;;;0;0;0;0;;
1206042;Jerzmanowice-Przeginia (2);;;;;;;;;;;;7;4;2;2;;;;;;;;;;;;;6;0;0;0;;
1206052;Kocmyrzów-Luborzyca (2);;;;;;;;;;;;3;6;8;13;;;;;;;;;;;;;0;0;2;2;;
1206063;Krzeszowice (3);;;;;;;;;;;;10;16;8;18;;;;;;;;;;;;;13;9;14;7;;
1206064;Krzeszowice - miasto (4);;;;;;;;;;;;4;4;1;8;;;;;;;;;;;;;9;1;4;3;;
1206065;Krzeszowice - obszar wiejski (5);;;;;;;;;;;;6;12;7;10;;;;;;;;;;;;;4;8;10;4;;
1206072;Liszki (2);;;;;;;;;;;;12;10;5;7;;;;;;;;;;;;;0;1;2;0;;
1206082;Michałowice (2);;;;;;;;;;;;6;5;2;12;;;;;;;;;;;;;1;1;0;1;;
1206092;Mogilany (2);;;;;;;;;;;;3;5;9;11;;;;;;;;;;;;;5;3;10;6;;
1206103;Skała (3);;;;;;;;;;;;0;1;1;5;;;;;;;;;;;;;0;0;0;0;;
1206104;Skała - miasto (4);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;0;;
1206105;Skała - obszar wiejski (5);;;;;;;;;;;;0;1;0;3;;;;;;;;;;;;;0;0;0;0;;
1206113;Skawina (3);;;;;;;;;;;;10;8;11;13;;;;;;;;;;;;;1;2;2;5;;
1206114;Skawina - miasto (4);;;;;;;;;;;;9;4;6;7;;;;;;;;;;;;;0;2;2;3;;
1206115;Skawina - obszar wiejski (5);;;;;;;;;;;;1;4;5;6;;;;;;;;;;;;;1;0;0;2;;
1206123;Słomniki (3);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;0;0;0;;
1206124;Słomniki - miasto (4);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
1206125;Słomniki - obszar wiejski (5);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
1206132;Sułoszowa (2);;;;;;;;;;;;0;0;2;1;;;;;;;;;;;;;0;0;0;0;;
1206143;Świątniki Górne (3);;;;;;;;;;;;10;8;1;5;;;;;;;;;;;;;0;0;0;0;;
1206144;Świątniki Górne - miasto (4);;;;;;;;;;;;0;0;0;2;;;;;;;;;;;;;0;0;0;0;;
1206145;Świątniki Górne - obszar wiejski (5);;;;;;;;;;;;10;8;1;3;;;;;;;;;;;;;0;0;0;0;;
1206152;Wielka Wieś (2);;;;;;;;;;;;8;8;12;14;;;;;;;;;;;;;3;0;0;0;;
1206162;Zabierzów (2);;;;;;;;;;;;8;20;9;8;;;;;;;;;;;;;8;5;1;0;;
1206172;Zielonki (2);;;;;;;;;;;;17;13;20;24;;;;;;;;;;;;;3;1;6;3;;
1207000;Powiat limanowski;11;9;24;32;26;20;25;36;32;15;0;75;44;61;54;;8;55;38;43;40;30;36;22;63;30;0;33;34;20;19;;
1207011;Limanowa (1);;;;;;;;;;;;3;2;9;5;;;;;;;;;;;;;11;21;5;13;;
1207021;Mszana Dolna (1);;;;;;;;;;;;11;3;7;2;;;;;;;;;;;;;1;0;0;0;;
1207032;Dobra (2);;;;;;;;;;;;2;3;3;4;;;;;;;;;;;;;0;0;2;0;;
1207042;Jodłownik (2);;;;;;;;;;;;6;2;2;4;;;;;;;;;;;;;1;1;0;0;;
1207052;Kamienica (2);;;;;;;;;;;;2;3;2;3;;;;;;;;;;;;;4;0;0;0;;
1207062;Laskowa (2);;;;;;;;;;;;7;5;3;2;;;;;;;;;;;;;0;0;0;0;;
1207072;Limanowa (2);;;;;;;;;;;;8;5;8;8;;;;;;;;;;;;;3;0;0;0;;
1207082;Łukowica (2);;;;;;;;;;;;1;1;0;6;;;;;;;;;;;;;0;0;1;0;;
1207092;Mszana Dolna (2);;;;;;;;;;;;27;20;13;11;;;;;;;;;;;;;10;6;6;2;;
1207102;Niedźwiedź (2);;;;;;;;;;;;6;0;8;2;;;;;;;;;;;;;2;3;1;1;;
1207112;Słopnice (2);;;;;;;;;;;;2;0;1;2;;;;;;;;;;;;;1;3;5;3;;
1207122;Tymbark (2);;;;;;;;;;;;0;0;5;5;;;;;;;;;;;;;0;0;0;0;;
1208000;Powiat miechowski;2;4;4;4;11;4;8;7;7;3;0;7;9;11;11;;7;20;6;22;9;5;9;6;13;11;0;7;2;6;5;;
1208012;Charsznica (2);;;;;;;;;;;;0;3;2;1;;;;;;;;;;;;;0;1;0;0;;
1208022;Gołcza (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;0;1;;
1208032;Kozłów (2);;;;;;;;;;;;0;0;2;1;;;;;;;;;;;;;0;0;0;0;;
1208042;Książ Wielki (2);;;;;;;;;;;;0;1;3;3;;;;;;;;;;;;;0;0;0;0;;
1208053;Miechów (3);;;;;;;;;;;;0;3;3;4;;;;;;;;;;;;;0;1;0;0;;
1208054;Miechów - miasto (4);;;;;;;;;;;;0;2;2;2;;;;;;;;;;;;;0;0;0;0;;
1208055;Miechów - obszar wiejski (5);;;;;;;;;;;;0;1;1;2;;;;;;;;;;;;;0;1;0;0;;
1208062;Racławice (2);;;;;;;;;;;;7;1;0;1;;;;;;;;;;;;;5;0;1;3;;
1208072;Słaboszów (2);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;1;0;5;1;;
1209000;Powiat myślenicki;10;13;31;35;45;26;39;32;24;22;0;29;27;46;59;;13;93;57;61;50;34;43;58;75;62;0;41;43;34;35;;
1209013;Dobczyce (3);;;;;;;;;;;;2;5;6;6;;;;;;;;;;;;;4;7;8;4;;
1209014;Dobczyce - miasto (4);;;;;;;;;;;;1;3;1;2;;;;;;;;;;;;;2;4;2;1;;
1209015;Dobczyce - obszar wiejski (5);;;;;;;;;;;;1;2;5;4;;;;;;;;;;;;;2;3;6;3;;
1209022;Lubień (2);;;;;;;;;;;;4;1;2;9;;;;;;;;;;;;;9;16;18;20;;
1209033;Myślenice (3);;;;;;;;;;;;11;9;10;17;;;;;;;;;;;;;0;0;0;2;;
1209034;Myślenice - miasto (4);;;;;;;;;;;;8;3;6;9;;;;;;;;;;;;;0;0;0;0;;
1209035;Myślenice - obszar wiejski (5);;;;;;;;;;;;3;6;4;8;;;;;;;;;;;;;0;0;0;2;;
1209042;Pcim (2);;;;;;;;;;;;2;4;5;4;;;;;;;;;;;;;15;1;2;2;;
1209052;Raciechowice (2);;;;;;;;;;;;0;1;2;2;;;;;;;;;;;;;1;0;0;0;;
1209062;Siepraw (2);;;;;;;;;;;;0;0;3;0;;;;;;;;;;;;;0;0;2;0;;
1209073;Sułkowice (3);;;;;;;;;;;;2;1;6;11;;;;;;;;;;;;;2;2;1;5;;
1209074;Sułkowice - miasto (4);;;;;;;;;;;;1;1;2;3;;;;;;;;;;;;;2;0;1;3;;
1209075;Sułkowice - obszar wiejski (5);;;;;;;;;;;;1;0;4;8;;;;;;;;;;;;;0;2;0;2;;
1209082;Tokarnia (2);;;;;;;;;;;;7;4;9;6;;;;;;;;;;;;;10;17;1;0;;
1209092;Wiśniowa (2);;;;;;;;;;;;1;2;3;4;;;;;;;;;;;;;0;0;2;2;;
1210000;Powiat nowosądecki;36;30;48;58;59;59;65;58;62;41;0;102;63;93;107;;17;130;80;53;55;37;45;33;99;91;0;51;30;39;54;;
1210011;Grybów (1);;;;;;;;;;;;2;0;3;0;;;;;;;;;;;;;0;0;0;0;;
1210022;Chełmiec (2);;;;;;;;;;;;28;23;21;29;;;;;;;;;;;;;0;0;0;0;;
1210032;Gródek nad Dunajcem (2);;;;;;;;;;;;3;1;5;0;;;;;;;;;;;;;0;0;0;0;;
1210042;Grybów (2);;;;;;;;;;;;1;5;7;4;;;;;;;;;;;;;6;2;1;9;;
1210052;Kamionka Wielka (2);;;;;;;;;;;;0;0;0;4;;;;;;;;;;;;;1;0;2;3;;
1210062;Korzenna (2);;;;;;;;;;;;1;2;1;4;;;;;;;;;;;;;0;0;0;0;;
1210073;Krynica-Zdrój (3);;;;;;;;;;;;6;1;7;10;;;;;;;;;;;;;2;5;10;16;;
1210074;Krynica-Zdrój - miasto (4);;;;;;;;;;;;6;0;6;6;;;;;;;;;;;;;2;2;9;15;;
1210075;Krynica-Zdrój - obszar wiejski (5);;;;;;;;;;;;0;1;1;4;;;;;;;;;;;;;0;3;1;1;;
1210082;Łabowa (2);;;;;;;;;;;;5;5;3;5;;;;;;;;;;;;;0;1;3;0;;
1210092;Łącko (2);;;;;;;;;;;;4;4;2;3;;;;;;;;;;;;;7;8;2;8;;
1210102;Łososina Dolna (2);;;;;;;;;;;;9;3;12;13;;;;;;;;;;;;;3;0;2;2;;
1210113;Muszyna (3);;;;;;;;;;;;4;1;7;4;;;;;;;;;;;;;22;11;12;6;;
1210114;Muszyna - miasto (4);;;;;;;;;;;;4;0;4;1;;;;;;;;;;;;;18;9;7;2;;
1210115;Muszyna - obszar wiejski (5);;;;;;;;;;;;0;1;3;3;;;;;;;;;;;;;4;2;5;4;;
1210122;Nawojowa (2);;;;;;;;;;;;9;3;2;2;;;;;;;;;;;;;0;0;0;0;;
1210133;Piwniczna-Zdrój (3);;;;;;;;;;;;9;5;4;2;;;;;;;;;;;;;0;0;0;0;;
1210134;Piwniczna-Zdrój - miasto (4);;;;;;;;;;;;8;3;3;0;;;;;;;;;;;;;0;0;0;0;;
1210135;Piwniczna-Zdrój - obszar wiejski (5);;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;;0;0;0;0;;
1210142;Podegrodzie (2);;;;;;;;;;;;7;2;3;6;;;;;;;;;;;;;0;0;0;0;;
1210152;Rytro (2);;;;;;;;;;;;0;1;0;2;;;;;;;;;;;;;7;2;2;2;;
1210163;Stary Sącz (3);;;;;;;;;;;;14;7;16;19;;;;;;;;;;;;;3;1;5;8;;
1210164;Stary Sącz - miasto (4);;;;;;;;;;;;3;1;8;5;;;;;;;;;;;;;3;1;4;5;;
1210165;Stary Sącz - obszar wiejski (5);;;;;;;;;;;;11;6;8;14;;;;;;;;;;;;;0;0;1;3;;
1211000;Powiat nowotarski;146;132;175;207;213;241;203;181;183;186;0;126;138;102;130;;162;260;200;181;68;98;99;134;220;158;0;137;131;131;149;;
1211011;Nowy Targ (1);;;;;;;;;;;;7;6;15;15;;;;;;;;;;;;;6;1;5;3;;
1211023;Szczawnica (3);;;;;;;;;;;;5;1;3;2;;;;;;;;;;;;;1;1;3;11;;
1211024;Szczawnica - miasto (4);;;;;;;;;;;;5;1;3;2;;;;;;;;;;;;;1;1;3;11;;
1211032;Czarny Dunajec (2);;;;;;;;;;;;39;31;22;24;;;;;;;;;;;;;34;36;32;34;;
1211042;Czorsztyn (2);;;;;;;;;;;;3;2;1;6;;;;;;;;;;;;;0;0;10;12;;
1211052;Jabłonka (2);;;;;;;;;;;;3;8;10;16;;;;;;;;;;;;;14;7;10;26;;
1211062;Krościenko nad Dunajcem (2);;;;;;;;;;;;1;4;8;2;;;;;;;;;;;;;6;5;8;4;;
1211072;Lipnica Wielka (2);;;;;;;;;;;;1;12;3;7;;;;;;;;;;;;;11;4;2;13;;
1211082;Łapsze Niżne (2);;;;;;;;;;;;9;6;3;11;;;;;;;;;;;;;16;7;12;7;;
1211092;Nowy Targ (2);;;;;;;;;;;;12;21;12;9;;;;;;;;;;;;;23;44;36;24;;
1211102;Ochotnica Dolna (2);;;;;;;;;;;;4;5;1;1;;;;;;;;;;;;;0;0;0;0;;
1211112;Raba Wyżna (2);;;;;;;;;;;;27;29;5;11;;;;;;;;;;;;;0;0;0;0;;
1211123;Rabka-Zdrój (3);;;;;;;;;;;;11;5;11;18;;;;;;;;;;;;;11;7;3;1;;
1211124;Rabka-Zdrój - miasto (4);;;;;;;;;;;;8;0;7;13;;;;;;;;;;;;;4;3;3;1;;
1211125;Rabka-Zdrój - obszar wiejski (5);;;;;;;;;;;;3;5;4;5;;;;;;;;;;;;;7;4;0;0;;
1211132;Spytkowice (2);;;;;;;;;;;;0;3;0;4;;;;;;;;;;;;;0;0;1;0;;
1211142;Szaflary (2);;;;;;;;;;;;4;5;8;4;;;;;;;;;;;;;15;19;9;14;;
1212000;Powiat olkuski;9;8;21;18;29;25;20;25;11;11;0;15;13;16;21;;25;62;27;40;35;49;27;31;75;25;0;6;2;4;4;;
1212011;Bukowno (1);;;;;;;;;;;;1;2;0;2;;;;;;;;;;;;;0;1;1;0;;
1212032;Bolesław (2);;;;;;;;;;;;1;0;1;2;;;;;;;;;;;;;0;0;0;0;;
1212042;Klucze (2);;;;;;;;;;;;0;2;0;0;;;;;;;;;;;;;0;0;1;1;;
1212053;Olkusz (3);;;;;;;;;;;;13;8;11;15;;;;;;;;;;;;;6;1;2;2;;
1212054;Olkusz - miasto (4);;;;;;;;;;;;12;8;9;13;;;;;;;;;;;;;6;1;2;1;;
1212055;Olkusz - obszar wiejski (5);;;;;;;;;;;;1;0;2;2;;;;;;;;;;;;;0;0;0;1;;
1212062;Trzyciąż (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;0;0;;
1212073;Wolbrom (3);;;;;;;;;;;;0;0;4;2;;;;;;;;;;;;;0;0;0;1;;
1212074;Wolbrom - miasto (4);;;;;;;;;;;;0;0;3;0;;;;;;;;;;;;;0;0;0;0;;
1212075;Wolbrom - obszar wiejski (5);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;1;;
1213000;Powiat oświęcimski;18;30;51;63;77;56;35;55;25;22;0;42;28;41;46;;71;168;93;120;42;41;64;59;70;72;0;12;17;11;6;;
1213011;Oświęcim (1);;;;;;;;;;;;9;7;6;10;;;;;;;;;;;;;7;6;1;1;;
1213023;Brzeszcze (3);;;;;;;;;;;;2;3;3;6;;;;;;;;;;;;;0;0;4;1;;
1213024;Brzeszcze - miasto (4);;;;;;;;;;;;1;0;1;3;;;;;;;;;;;;;0;0;4;1;;
1213025;Brzeszcze - obszar wiejski (5);;;;;;;;;;;;1;3;2;3;;;;;;;;;;;;;0;0;0;0;;
1213033;Chełmek (3);;;;;;;;;;;;2;5;3;6;;;;;;;;;;;;;0;0;0;0;;
1213034;Chełmek - miasto (4);;;;;;;;;;;;2;4;3;3;;;;;;;;;;;;;0;0;0;0;;
1213035;Chełmek - obszar wiejski (5);;;;;;;;;;;;0;1;0;3;;;;;;;;;;;;;0;0;0;0;;
1213043;Kęty (3);;;;;;;;;;;;24;6;22;9;;;;;;;;;;;;;2;5;0;1;;
1213044;Kęty - miasto (4);;;;;;;;;;;;14;3;14;5;;;;;;;;;;;;;1;4;0;1;;
1213045;Kęty - obszar wiejski (5);;;;;;;;;;;;10;3;8;4;;;;;;;;;;;;;1;1;0;0;;
1213052;Osiek (2);;;;;;;;;;;;0;1;1;1;;;;;;;;;;;;;0;1;1;0;;
1213062;Oświęcim (2);;;;;;;;;;;;2;3;2;6;;;;;;;;;;;;;0;0;4;1;;
1213082;Przeciszów (2);;;;;;;;;;;;1;0;3;5;;;;;;;;;;;;;0;0;0;0;;
1213093;Zator (3);;;;;;;;;;;;2;3;1;3;;;;;;;;;;;;;3;5;1;2;;
1213094;Zator - miasto (4);;;;;;;;;;;;2;2;1;0;;;;;;;;;;;;;1;0;1;1;;
1213095;Zator - obszar wiejski (5);;;;;;;;;;;;0;1;0;3;;;;;;;;;;;;;2;5;0;1;;
1214000;Powiat proszowicki;6;11;6;13;5;6;8;9;5;12;0;10;9;18;11;;5;23;17;16;5;9;6;9;16;20;0;17;4;12;14;;
1214012;Koniusza (2);;;;;;;;;;;;1;0;2;0;;;;;;;;;;;;;0;0;1;0;;
1214022;Koszyce (2);;;;;;;;;;;;1;1;2;;;;;;;;;;;;;;0;0;0;;;
1214023;Koszyce (3);;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
1214025;Koszyce - obszar wiejski (5);;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0;;
1214033;Nowe Brzesko (3);;;;;;;;;;;;0;0;4;1;;;;;;;;;;;;;0;0;0;0;;
1214034;Nowe Brzesko - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
1214035;Nowe Brzesko - obszar wiejski (5);;;;;;;;;;;;0;0;3;1;;;;;;;;;;;;;0;0;0;0;;
1214042;Pałecznica (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;1;1;;
1214053;Proszowice (3);;;;;;;;;;;;7;7;10;8;;;;;;;;;;;;;17;4;9;13;;
1214054;Proszowice - miasto (4);;;;;;;;;;;;4;5;5;4;;;;;;;;;;;;;8;2;9;8;;
1214055;Proszowice - obszar wiejski (5);;;;;;;;;;;;3;2;5;4;;;;;;;;;;;;;9;2;0;5;;
1214062;Radziemice (2);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;0;1;0;;
1215000;Powiat suski;11;17;24;29;43;27;41;28;31;32;0;22;25;45;45;;18;82;33;46;29;17;32;33;44;39;0;29;35;24;13;;
1215011;Jordanów (1);;;;;;;;;;;;0;2;8;5;;;;;;;;;;;;;8;9;1;3;;
1215021;Sucha Beskidzka (1);;;;;;;;;;;;1;3;3;5;;;;;;;;;;;;;12;16;17;7;;
1215032;Budzów (2);;;;;;;;;;;;8;7;17;8;;;;;;;;;;;;;0;3;2;0;;
1215042;Bystra-Sidzina (2);;;;;;;;;;;;2;0;3;3;;;;;;;;;;;;;1;0;0;0;;
1215052;Jordanów (2);;;;;;;;;;;;5;2;1;12;;;;;;;;;;;;;6;2;2;0;;
1215063;Maków Podhalański (3);;;;;;;;;;;;2;3;3;3;;;;;;;;;;;;;0;3;0;2;;
1215064;Maków Podhalański - miasto (4);;;;;;;;;;;;0;2;1;3;;;;;;;;;;;;;0;1;0;1;;
1215065;Maków Podhalański - obszar wiejski (5);;;;;;;;;;;;2;1;2;0;;;;;;;;;;;;;0;2;0;1;;
1215072;Stryszawa (2);;;;;;;;;;;;4;4;7;1;;;;;;;;;;;;;0;1;2;1;;
1215082;Zawoja (2);;;;;;;;;;;;0;3;1;5;;;;;;;;;;;;;0;0;0;0;;
1215092;Zembrzyce (2);;;;;;;;;;;;0;1;2;3;;;;;;;;;;;;;2;1;0;0;;
1216000;Powiat tarnowski;84;105;190;178;257;237;254;191;165;126;0;56;91;95;130;;74;321;317;395;140;68;117;111;212;184;0;123;144;137;218;;
1216013;Ciężkowice (3);;;;;;;;;;;;12;8;8;13;;;;;;;;;;;;;11;8;3;8;;
1216014;Ciężkowice - miasto (4);;;;;;;;;;;;2;0;2;1;;;;;;;;;;;;;4;0;0;1;;
1216015;Ciężkowice - obszar wiejski (5);;;;;;;;;;;;10;8;6;12;;;;;;;;;;;;;7;8;3;7;;
1216022;Gromnik (2);;;;;;;;;;;;0;3;1;6;;;;;;;;;;;;;4;5;5;0;;
1216032;Lisia Góra (2);;;;;;;;;;;;6;7;6;8;;;;;;;;;;;;;3;7;2;28;;
1216042;Pleśna (2);;;;;;;;;;;;1;2;2;6;;;;;;;;;;;;;9;7;10;2;;
1216053;Radłów (3);;;;;;;;;;;;2;4;8;3;;;;;;;;;;;;;2;14;9;3;;
1216054;Radłów - miasto (4);;;;;;;;;;;;0;2;1;2;;;;;;;;;;;;;1;1;7;0;;
1216055;Radłów - obszar wiejski (5);;;;;;;;;;;;2;2;7;1;;;;;;;;;;;;;1;13;2;3;;
1216063;Ryglice (3);;;;;;;;;;;;6;1;6;6;;;;;;;;;;;;;12;1;8;7;;
1216064;Ryglice - miasto (4);;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;4;0;2;0;;
1216065;Ryglice - obszar wiejski (5);;;;;;;;;;;;5;0;5;5;;;;;;;;;;;;;8;1;6;7;;
1216072;Rzepiennik Strzyżewski (2);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;3;;
1216082;Skrzyszów (2);;;;;;;;;;;;3;8;4;4;;;;;;;;;;;;;0;0;0;0;;
1216092;Tarnów (2);;;;;;;;;;;;2;8;7;8;;;;;;;;;;;;;0;2;6;6;;
1216103;Tuchów (3);;;;;;;;;;;;4;13;9;22;;;;;;;;;;;;;42;25;41;95;;
1216104;Tuchów - miasto (4);;;;;;;;;;;;2;10;3;4;;;;;;;;;;;;;12;9;9;48;;
1216105;Tuchów - obszar wiejski (5);;;;;;;;;;;;2;3;6;18;;;;;;;;;;;;;30;16;32;47;;
1216112;Wierzchosławice (2);;;;;;;;;;;;2;5;9;13;;;;;;;;;;;;;1;1;1;3;;
1216122;Wietrzychowice (2);;;;;;;;;;;;0;2;2;2;;;;;;;;;;;;;0;0;0;0;;
1216133;Wojnicz (3);;;;;;;;;;;;5;9;5;14;;;;;;;;;;;;;18;22;13;34;;
1216134;Wojnicz - miasto (4);;;;;;;;;;;;1;1;1;2;;;;;;;;;;;;;7;8;3;11;;
1216135;Wojnicz - obszar wiejski (5);;;;;;;;;;;;4;8;4;12;;;;;;;;;;;;;11;14;10;23;;
1216143;Zakliczyn (3);;;;;;;;;;;;5;2;10;6;;;;;;;;;;;;;1;1;4;1;;
1216144;Zakliczyn - miasto (4);;;;;;;;;;;;2;0;1;0;;;;;;;;;;;;;0;0;1;0;;
1216145;Zakliczyn - obszar wiejski (5);;;;;;;;;;;;3;2;9;6;;;;;;;;;;;;;1;1;3;1;;
1216153;Żabno (3);;;;;;;;;;;;3;6;14;10;;;;;;;;;;;;;19;43;31;23;;
1216154;Żabno - miasto (4);;;;;;;;;;;;0;0;2;3;;;;;;;;;;;;;7;22;13;10;;
1216155;Żabno - obszar wiejski (5);;;;;;;;;;;;3;6;12;7;;;;;;;;;;;;;12;21;18;13;;
1216162;Szerzyny (2);;;;;;;;;;;;5;13;4;8;;;;;;;;;;;;;1;8;4;5;;
1217000;Powiat tatrzański;69;63;93;110;130;101;110;81;68;79;0;65;45;31;42;;4;81;46;66;29;41;24;42;78;50;0;39;29;30;26;;
1217011;Zakopane (1);;;;;;;;;;;;40;20;12;23;;;;;;;;;;;;;26;11;5;1;;
1217022;Biały Dunajec (2);;;;;;;;;;;;0;5;3;2;;;;;;;;;;;;;0;0;0;1;;
1217032;Bukowina Tatrzańska (2);;;;;;;;;;;;2;3;7;5;;;;;;;;;;;;;7;17;25;17;;
1217042;Kościelisko (2);;;;;;;;;;;;6;9;6;5;;;;;;;;;;;;;0;1;0;0;;
1217052;Poronin (2);;;;;;;;;;;;17;8;3;7;;;;;;;;;;;;;6;0;0;7;;
1218000;Powiat wadowicki;12;15;46;52;65;40;35;29;23;35;0;28;44;62;49;;24;160;81;91;48;37;24;44;66;88;0;85;71;58;52;;
1218013;Andrychów (3);;;;;;;;;;;;16;27;25;23;;;;;;;;;;;;;58;47;46;37;;
1218014;Andrychów - miasto (4);;;;;;;;;;;;9;14;14;8;;;;;;;;;;;;;35;26;35;22;;
1218015;Andrychów - obszar wiejski (5);;;;;;;;;;;;7;13;11;15;;;;;;;;;;;;;23;21;11;15;;
1218022;Brzeźnica (2);;;;;;;;;;;;0;3;5;5;;;;;;;;;;;;;7;5;2;1;;
1218033;Kalwaria Zebrzydowska (3);;;;;;;;;;;;2;2;3;0;;;;;;;;;;;;;0;4;1;0;;
1218034;Kalwaria Zebrzydowska - miasto (4);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;4;1;0;;
